Ano,Código do Município,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2010,2206357,Milton Brandão," 20,227 "," 2,987.68 "
2011,2209658,São Francisco de Assis do Piauí," 20,227 "," 3,593.91 "
2010,5220702,Sítio d'Abadia," 20,224 "," 7,169.00 "
2012,2203800,Flores do Piauí," 20,222 "," 4,631.70 "
2011,3136520,José Gonçalves de Minas," 20,221 "," 4,450.95 "
2017,2205540,Lagoinha do Piauí," 20,212 "," 7,228.76 "
2014,2202075,Cajazeiras do Piauí," 20,207 "," 5,847.01 "
2018,2207108,Olho D'Água do Piauí," 20,204 "," 8,249.82 "
2012,2406155,Jundiá," 20,200 "," 5,557.16 "
2010,2513927,São Bentinho," 20,184 "," 4,877.67 "
2012,2205458,Joca Marques," 20,182 "," 3,870.66 "
2010,5213855,Morro Agudo de Goiás," 20,177 "," 8,531.43 "
2013,2209559,São Braz do Piauí," 20,167 "," 4,622.38 "
2011,2209377,Santa Rosa do Piauí," 20,164 "," 3,917.62 "
2013,2514800,São José dos Cordeiros," 20,160 "," 5,377.51 "
2014,2404804,Ipueira," 20,157 "," 9,137.56 "
2013,3160504,Santo Antônio do Rio Abaixo," 20,155 "," 11,073.94 "
2016,2512788,Riacho de Santo Antônio," 20,134 "," 10,298.80 "
2013,3164902,São Sebastião do Rio Verde," 20,131 "," 9,125.46 "
2012,5204201,Cachoeira de Goiás," 20,129 "," 14,326.53 "
2019,2510659,Parari," 20,121 "," 11,361.19 "
2010,3121704,Diogo de Vasconcelos," 20,119 "," 5,228.50 "
2010,2508109,Lagoa," 20,119 "," 4,298.07 "
2012,2512036,Poço Dantas," 20,116 "," 5,378.55 "
2015,3160504,Santo Antônio do Rio Abaixo," 20,110 "," 11,073.60 "
2011,3162658,São João do Pacuí," 20,106 "," 4,914.61 "
2011,3125804,Fernandes Tourinho," 20,094 "," 6,553.67 "
2011,2202554,Caridade do Piauí," 20,092 "," 4,124.92 "
2013,1704105,Centenário," 20,081 "," 7,336.97 "
2014,2207355,Pajeú do Piauí," 20,080 "," 5,771.66 "
2016,3146602,Paiva," 20,071 "," 12,703.29 "
2011,2514552,São José de Princesa," 20,067 "," 4,821.38 "
2010,4116505,Nova Aliança do Ivaí," 20,065 "," 14,002.00 "
2012,3172202,Wenceslau Braz," 20,061 "," 7,876.52 "
2012,2210102,São José do Peixe," 20,057 "," 5,447.33 "
2013,1711803,Juarina," 20,055 "," 8,865.86 "
2011,2206001,Marcos Parente," 20,054 "," 4,501.37 "
2017,2207108,Olho D'Água do Piauí," 20,054 "," 8,296.89 "
2014,2502201,Bom Jesus," 20,041 "," 7,971.93 "
2010,2911253,Gavião," 20,035 "," 4,392.66 "
2011,5209291,Guaraíta," 20,030 "," 8,545.06 "
2015,3103306,Aracitaba," 20,018 "," 9,478.16 "
2012,4205357,Flor do Sertão," 20,018 "," 12,629.54 "
2013,3167301,Silveirânia," 20,017 "," 8,814.27 "
2014,2209609,São Félix do Piauí," 20,010 "," 6,827.19 "
2011,2414456,Triunfo Potiguar," 20,008 "," 5,977.75 "
2017,2203859,Floresta do Piauí," 20,000 "," 7,942.94 "
2010,2401503,Barcelona," 19,994 "," 5,052.70 "
2012,2209856,São João da Canabrava," 19,990 "," 4,466.02 "
2017,2505303,Curral Velho," 19,978 "," 7,937.29 "
2018,2501153,Areia de Baraúnas," 19,976 "," 9,334.75 "
2011,2209807,São Gonçalo do Piauí," 19,976 "," 4,167.77 "
2014,2201572,Belém do Piauí," 19,972 "," 5,805.71 "
2012,1718006,Porto Alegre do Tocantins," 19,965 "," 6,988.14 "
2015,2208551,Porto Alegre do Piauí," 19,962 "," 7,541.47 "
2011,3172202,Wenceslau Braz," 19,962 "," 7,828.30 "
2014,2405504,Jardim de Angicos," 19,958 "," 7,466.50 "
2010,2509602,Monte Horebe," 19,956 "," 4,426.90 "
2011,2206654,Morro Cabeça no Tempo," 19,956 "," 4,914.08 "
2013,5105309,Luciara," 19,951 "," 9,288.12 "
2013,2400406,Água Nova," 19,942 "," 6,318.91 "
2013,3553658,Taquaral," 19,941 "," 7,086.39 "
2011,3140407,Marmelópolis," 19,936 "," 6,771.60 "
2012,1719004,Santa Tereza do Tocantins," 19,935 "," 7,711.69 "
2011,2408607,Paraná," 19,927 "," 5,010.52 "
2011,2510501,Olivedos," 19,909 "," 5,438.14 "
2011,3120003,Córrego Novo," 19,895 "," 6,442.78 "
2012,2409209,Passagem," 19,895 "," 6,801.62 "
2013,2502052,Bernardino Batista," 19,890 "," 6,090.12 "
2011,2200103,Agricolândia," 19,879 "," 3,913.11 "
2019,3147501,Passabém," 19,873 "," 12,051.54 "
2012,3143153,Monte Formoso," 19,872 "," 4,234.37 "
2015,2205359,João Costa," 19,869 "," 6,701.14 "
2011,3529104,Marinópolis," 19,855 "," 9,423.23 "
2011,2706208,Palestina," 19,848 "," 3,847.97 "
2011,3101300,Alagoa," 19,846 "," 7,342.14 "
2012,2515609,Serra da Raiz," 19,844 "," 6,261.84 "
2010,2205300,Jerumenha," 19,841 "," 4,526.91 "
2016,2207934,Pedro Laurentino," 19,829 "," 7,970.03 "
2017,3147501,Passabém," 19,820 "," 11,443.35 "
2018,3147501,Passabém," 19,818 "," 11,910.15 "
2011,2201002,Arraial," 19,818 "," 4,241.80 "
2014,2509370,Mato Grosso," 19,816 "," 6,965.15 "
2011,2414753,Venha-Ver," 19,794 "," 5,138.56 "
2013,2209757,São Gonçalo do Gurguéia," 19,785 "," 6,768.62 "
2014,2514602,São José do Bonfim," 19,781 "," 5,730.27 "
2012,3555901,Uru," 19,765 "," 16,095.21 "
2013,2211605,Vila Nova do Piauí," 19,746 "," 6,560.29 "
2010,1718881,Santa Maria do Tocantins," 19,746 "," 6,823.22 "
2010,2202091,Caldeirão Grande do Piauí," 19,711 "," 3,477.60 "
2010,3547205,Santana da Ponte Pensa," 19,705 "," 12,007.89 "
2014,2407906,Monte das Gameleiras," 19,700 "," 8,794.62 "
2010,3161650,São Geraldo do Baixio," 19,692 "," 5,647.22 "
2010,2200277,Alegrete do Piauí," 19,687 "," 3,821.96 "
2011,2506509,Gurjão," 19,686 "," 6,175.17 "
2010,3522653,Itapirapuã Paulista," 19,686 "," 5,068.53 "
2014,2513851,Santo André," 19,685 "," 7,710.64 "
2013,5204201,Cachoeira de Goiás," 19,676 "," 13,702.00 "
2012,2202117,Campo Alegre do Fidalgo," 19,670 "," 4,085.11 "
2013,2209955,São João da Varjota," 19,669 "," 4,160.05 "
2010,3108701,Brás Pires," 19,658 "," 4,227.56 "
2017,1715507,Oliveira de Fátima," 19,655 "," 17,707.39 "
2011,2516755,Tenório," 19,650 "," 6,919.08 "
2010,2209302,Santa Luz," 19,641 "," 3,562.67 "
2019,3115607,Cedro do Abaeté," 19,636 "," 16,869.37 "
2018,3164803,São Sebastião do Rio Preto," 19,627 "," 12,912.43 "
2013,2513851,Santo André," 19,624 "," 7,650.79 "
2012,2206654,Morro Cabeça no Tempo," 19,624 "," 4,841.90 "
2013,2506202,Frei Martinho," 19,623 "," 6,582.85 "
2014,5107883,Serra Nova Dourada," 19,619 "," 13,149.32 "
2012,2410702,Riacho da Cruz," 19,617 "," 6,052.83 "
2015,3103108,Antônio Prado de Minas," 19,617 "," 11,697.78 "
2014,2201309,Barreiras do Piauí," 19,613 "," 5,973.97 "
2010,2918704,Lafaiete Coutinho," 19,609 "," 5,026.74 "
2011,2406155,Jundiá," 19,606 "," 5,432.50 "
2015,1704600,Chapada de Areia," 19,606 "," 14,034.02 "
2011,1712405,Lizarda," 19,597 "," 5,266.59 "
2012,3164902,São Sebastião do Rio Verde," 19,596 "," 9,195.83 "
2016,2517407,Zabelê," 19,572 "," 8,788.70 "
2013,3153806,Queluzito," 19,569 "," 10,118.54 "
2013,2205250,Jardim do Mulato," 19,549 "," 4,454.20 "
2010,3160207,Santo Antônio do Itambé," 19,544 "," 4,726.53 "
2017,5101209,Araguainha," 19,543 "," 20,991.46 "
2014,2508406,Lastro," 19,539 "," 7,010.89 "
2012,5212055,Jesúpolis," 19,532 "," 8,393.61 "
2010,2504074,Caraúbas," 19,528 "," 5,008.42 "
2011,2503753,Cajazeirinhas," 19,510 "," 6,400.90 "
2011,3503950,Aspásia," 19,498 "," 10,796.05 "
2012,2211407,Várzea Grande," 19,496 "," 4,517.26 "
2011,2508703,Mãe d'Água," 19,496 "," 4,863.00 "
2010,3149002,Pedra Dourada," 19,493 "," 8,913.32 "
2012,2407252,Major Sales," 19,491 "," 5,376.87 "
2016,2514651,São José do Brejo do Cruz," 19,488 "," 10,868.82 "
2011,2208858,Riacho Frio," 19,486 "," 4,601.26 "
2010,2201919,Bom Princípio do Piauí," 19,482 "," 3,673.04 "
2016,2512606,Quixaba," 19,473 "," 10,074.09 "
2014,2207793,Pau D'Arco do Piauí," 19,472 "," 4,974.96 "
2016,2210383,São Miguel da Baixa Grande," 19,459 "," 8,067.78 "
2013,2204600,Hugo Napoleão," 19,456 "," 5,107.83 "
2013,2207553,Paquetá," 19,448 "," 4,962.54 "
2010,2400604,Almino Afonso," 19,440 "," 3,983.68 "
2012,2208551,Porto Alegre do Piauí," 19,436 "," 7,458.01 "
2010,4304853,Carlos Gomes," 19,432 "," 12,092.12 "
2011,3109253,Bugre," 19,428 "," 4,861.78 "
2013,3132800,Itambé do Mato Dentro," 19,419 "," 8,513.33 "
2011,2111953,Sucupira do Riachão," 19,417 "," 3,571.29 "
2014,2211506,Vera Mendes," 19,413 "," 6,421.62 "
2011,3142502,Monjolos," 19,404 "," 8,278.01 "
2015,2210953,Tamboril do Piauí," 19,400 "," 6,804.74 "
2012,2512747,Riachão," 19,400 "," 5,811.94 "
2012,2204105,Francisco Ayres," 19,389 "," 4,443.98 "
2012,3556958,Vitória Brasil," 19,388 "," 11,097.88 "
2015,2407906,Monte das Gameleiras," 19,369 "," 8,728.81 "
2015,2210391,São Miguel do Fidalgo," 19,367 "," 6,470.90 "
2012,2514552,São José de Princesa," 19,367 "," 4,716.74 "
2013,2504108,Carrapateira," 19,365 "," 7,657.32 "
2011,2202711,Cocal de Telha," 19,364 "," 4,258.69 "
2011,2800100,Amparo do São Francisco," 19,359 "," 8,479.58 "
2011,2910206,Dom Macedo Costa," 19,355 "," 4,983.26 "
2011,3168051,Taparuba," 19,345 "," 6,178.62 "
2011,2510600,Ouro Velho," 19,340 "," 6,585.11 "
2011,2211407,Várzea Grande," 19,334 "," 4,469.32 "
2011,5105309,Luciara," 19,333 "," 8,771.78 "
2013,2413805,Taboleiro Grande," 19,318 "," 7,827.55 "
2010,2106201,Luís Domingues," 19,312 "," 2,966.45 "
2012,2210904,Socorro do Piauí," 19,309 "," 4,295.56 "
2014,2206951,Novo Santo Antônio," 19,303 "," 5,726.33 "
2011,2508554,Logradouro," 19,277 "," 4,837.44 "
2011,2406403,Lagoa de Velhos," 19,267 "," 7,216.07 "
2015,2211506,Vera Mendes," 19,262 "," 6,367.54 "
2011,2202802,Conceição do Canindé," 19,249 "," 4,290.93 "
2015,2208601,Prata do Piauí," 19,244 "," 6,195.85 "
2016,2203859,Floresta do Piauí," 19,233 "," 7,641.19 "
2018,1715507,Oliveira de Fátima," 19,230 "," 17,386.68 "
2010,2205524,Júlio Borges," 19,226 "," 3,575.54 "
2015,2405900,João Dias," 19,221 "," 7,142.59 "
2011,2503407,Cacimba de Areia," 19,202 "," 5,372.64 "
2018,5101209,Araguainha," 19,197 "," 20,080.99 "
2017,2504850,Coxixola," 19,190 "," 9,968.93 "
2012,2410603,Rafael Godeiro," 19,185 "," 6,228.88 "
2011,2204105,Francisco Ayres," 19,180 "," 4,340.44 "
2012,2211357,Várzea Branca," 19,178 "," 3,933.90 "
2011,3170305,Umburatiba," 19,159 "," 7,114.47 "
2014,2505303,Curral Velho," 19,155 "," 7,583.19 "
2019,3166600,Serra da Saudade," 19,147 "," 24,516.60 "
2010,5215801,Palmelo," 19,145 "," 8,185.33 "
2011,3123403,Doresópolis," 19,130 "," 13,220.59 "
2011,3145703,Oliveira Fortes," 19,126 "," 9,013.19 "
2018,2210375,São Luis do Piauí," 19,124 "," 7,238.45 "
2015,1712157,Lavandeira," 19,121 "," 10,540.77 "
2013,2409605,Pedra Preta," 19,116 "," 7,332.60 "
2011,2511004,Pedra Branca," 19,114 "," 5,132.77 "
2010,3111150,Campo Azul," 19,094 "," 5,181.61 "
2011,3518008,Guarani d'Oeste," 19,081 "," 9,695.50 "
2017,3166600,Serra da Saudade," 19,080 "," 23,497.82 "
2010,2514107,São João do Tigre," 19,071 "," 4,338.31 "
2012,2400406,Água Nova," 19,063 "," 6,299.76 "
2010,1718808,Sampaio," 19,061 "," 4,927.76 "
2010,4107520,Esperança Nova," 19,059 "," 9,674.64 "
2010,1703891,Carrasco Bonito," 19,058 "," 5,164.79 "
2012,3144201,Nacip Raydan," 19,046 "," 6,029.04 "
2017,1718659,Rio da Conceição," 19,034 "," 9,235.32 "
2015,2204154,Francisco Macedo," 19,018 "," 6,140.70 "
2012,2201988,Brejo do Piauí," 19,013 "," 5,105.41 "
2012,2203271,Curral Novo do Piauí," 19,004 "," 3,808.49 "
2011,2205458,Joca Marques," 19,000 "," 3,683.58 "
2010,3104403,Argirita," 18,995 "," 6,547.77 "
2010,2304806,Granjeiro," 18,993 "," 4,105.64 "
2012,2201556,Bela Vista do Piauí," 18,991 "," 4,927.58 "
2010,1703602,Brasilândia do Tocantins," 18,970 "," 9,182.11 "
2010,5206701,Damianópolis," 18,967 "," 5,752.87 "
2013,2208874,Ribeira do Piauí," 18,945 "," 4,351.10 "
2010,2201770,Boa Hora," 18,944 "," 3,007.50 "
2011,3113107,Caranaíba," 18,942 "," 5,785.63 "
2011,2203800,Flores do Piauí," 18,936 "," 4,337.12 "
2016,3147501,Passabém," 18,935 "," 10,869.61 "
2010,2201945,Boqueirão do Piauí," 18,929 "," 3,056.49 "
2010,2501351,Assunção," 18,925 "," 5,373.28 "
2010,1706258,Crixás do Tocantins," 18,920 "," 12,082.00 "
2015,2512788,Riacho de Santo Antônio," 18,912 "," 9,834.80 "
2011,2209351,Santana do Piauí," 18,907 "," 4,231.67 "
2010,5213400,Moiporá," 18,905 "," 10,723.14 "
2010,4217956,Tigrinhos," 18,899 "," 10,756.55 "
2012,2800100,Amparo do São Francisco," 18,899 "," 8,252.76 "
2011,2209856,São João da Canabrava," 18,897 "," 4,236.05 "
2011,2211605,Vila Nova do Piauí," 18,895 "," 6,229.72 "
2013,3118502,Consolação," 18,884 "," 10,579.20 "
2010,2101806,Benedito Leite," 18,881 "," 3,449.83 "
2013,3547650,Santa Salete," 18,877 "," 12,492.74 "
2010,2202729,Cocal dos Alves," 18,876 "," 3,387.57 "
2013,2513968,São Domingos," 18,875 "," 6,293.86 "
2011,2201556,Bela Vista do Piauí," 18,874 "," 4,944.65 "
2012,2201176,Barra D'Alcântara," 18,870 "," 4,891.16 "
2010,2406908,Lucrécia," 18,867 "," 5,193.22 "
2011,2707008,Pindoba," 18,862 "," 6,590.52 "
2012,2514800,São José dos Cordeiros," 18,862 "," 5,085.45 "
2015,3146602,Paiva," 18,855 "," 11,910.69 "
2016,2405900,João Dias," 18,853 "," 7,000.70 "
2018,2510659,Parari," 18,847 "," 10,552.73 "
2011,2704906,Mar Vermelho," 18,838 "," 5,203.90 "
2011,2205565,Lagoa do Barro do Piauí," 18,814 "," 4,154.10 "
2011,5204201,Cachoeira de Goiás," 18,812 "," 13,332.42 "
2018,3166600,Serra da Saudade," 18,792 "," 23,908.19 "
2013,3149408,Pedro Teixeira," 18,792 "," 10,223.97 "
2010,3522158,Itaoca," 18,788 "," 5,820.23 "
2016,2407906,Monte das Gameleiras," 18,787 "," 8,547.40 "
2011,2513984,São Francisco," 18,782 "," 5,594.77 "
2010,3162658,São João do Pacuí," 18,780 "," 4,618.84 "
2014,3103306,Aracitaba," 18,777 "," 8,890.79 "
2011,4302055,Benjamin Constant do Sul," 18,773 "," 8,251.69 "
2017,3164803,São Sebastião do Rio Preto," 18,767 "," 11,862.61 "
2012,2200103,Agricolândia," 18,766 "," 3,707.26 "
2012,5221080,Teresina de Goiás," 18,764 "," 6,088.33 "
2011,2210102,São José do Peixe," 18,741 "," 5,077.41 "
2014,1720937,Taipas do Tocantins," 18,739 "," 9,031.07 "
2011,1713700,Monte Santo do Tocantins," 18,725 "," 8,908.09 "
2012,3127909,Grupiara," 18,721 "," 13,635.01 "
2019,5201207,Anhanguera," 18,720 "," 16,292.33 "
2011,1700251,Abreulândia," 18,710 "," 7,773.05 "
2012,2209351,Santana do Piauí," 18,703 "," 4,166.38 "
2011,1712801,Maurilândia do Tocantins," 18,698 "," 5,883.73 "
2014,3165602,Senador Cortes," 18,684 "," 9,132.16 "
2010,3119906,Córrego do Bom Jesus," 18,680 "," 5,005.48 "
2017,2501153,Areia de Baraúnas," 18,678 "," 8,785.34 "
2012,3147808,Passa Vinte," 18,672 "," 9,033.37 "
2010,2210623,Sebastião Barros," 18,664 "," 5,244.05 "
2014,2205359,João Costa," 18,659 "," 6,286.87 "
2011,2517100,Várzea," 18,651 "," 7,345.99 "
2010,2204006,Francinópolis," 18,644 "," 3,564.87 "
2010,3166105,Senhora do Porto," 18,637 "," 5,335.62 "
2013,2209500,Santo Inácio do Piauí," 18,632 "," 5,027.45 "
2014,2513943,São Domingos do Cariri," 18,630 "," 7,325.88 "
2011,3143153,Monte Formoso," 18,628 "," 3,984.54 "
2011,2802502,General Maynard," 18,627 "," 6,271.65 "
2017,2510659,Parari," 18,614 "," 10,522.39 "
2010,2415008,Vila Flor," 18,599 "," 6,475.94 "
2011,2202251,Canavieira," 18,599 "," 4,760.31 "
2012,3167301,Silveirânia," 18,592 "," 8,447.27 "
2010,3101300,Alagoa," 18,592 "," 6,863.16 "
2012,2207959,Nova Santa Rita," 18,574 "," 4,387.83 "
2012,2513356,Santa Inês," 18,572 "," 5,249.21 "
2010,2411429,Santana do Seridó," 18,570 "," 7,351.41 "
2011,5209457,Guarinos," 18,564 "," 8,221.34 "
2010,2706208,Palestina," 18,560 "," 3,630.65 "
2010,3137908,Lamim," 18,556 "," 5,369.18 "
2010,5209291,Guaraíta," 18,553 "," 7,821.71 "
2010,3536570,Paulistânia," 18,551 "," 10,433.43 "
2012,2202251,Canavieira," 18,539 "," 4,763.41 "
2013,2508406,Lastro," 18,525 "," 6,594.85 "
2010,2206050,Massapê do Piauí," 18,503 "," 2,973.85 "
2016,1715507,Oliveira de Fátima," 18,501 "," 16,757.84 "
2013,2500577,Algodão de Jandaíra," 18,500 "," 7,563.49 "
2010,3166501,Serra Azul de Minas," 18,493 "," 4,382.16 "
2017,1720150,São Félix do Tocantins," 18,482 "," 11,764.48 "
2015,2517407,Zabelê," 18,479 "," 8,368.91 "
2011,2211704,Wall Ferraz," 18,471 "," 4,293.58 "
2011,2202851,Coronel José Dias," 18,470 "," 4,058.38 "
2012,2211704,Wall Ferraz," 18,467 "," 4,271.76 "
2012,2403905,Francisco Dantas," 18,439 "," 6,465.24 "
2016,5101209,Araguainha," 18,427 "," 19,335.68 "
2010,3142502,Monjolos," 18,425 "," 7,807.36 "
2011,2513356,Santa Inês," 18,425 "," 5,206.30 "
2010,2411908,São Francisco do Oeste," 18,421 "," 4,755.15 "
2012,2403756,Fernando Pedroza," 18,421 "," 6,385.00 "
2014,2405900,João Dias," 18,419 "," 6,849.94 "
2012,5105309,Luciara," 18,419 "," 8,433.55 "
2010,5220280,São Patrício," 18,417 "," 9,249.89 "
2012,2510600,Ouro Velho," 18,413 "," 6,254.47 "
2015,1715507,Oliveira de Fátima," 18,408 "," 16,765.31 "
2011,4205357,Flor do Sertão," 18,391 "," 11,588.48 "
2011,2211357,Várzea Branca," 18,386 "," 3,756.85 "
2012,2202455,Capitão Gervásio Oliveira," 18,370 "," 4,655.30 "
2010,4315073,Porto Vera Cruz," 18,369 "," 9,918.21 "
2010,2410009,Pilões," 18,322 "," 5,306.25 "
2016,2504850,Coxixola," 18,313 "," 9,593.01 "
2011,2202117,Campo Alegre do Fidalgo," 18,302 "," 3,848.91 "
2010,3171501,Mathias Lobato," 18,300 "," 5,428.80 "
2011,2505501,Vista Serrana," 18,287 "," 5,161.31 "
2012,3167004,Serranos," 18,280 "," 9,213.67 "
2011,3124609,Estrela Dalva," 18,261 "," 7,438.13 "
2013,2502201,Bom Jesus," 18,220 "," 7,302.46 "
2014,2208601,Prata do Piauí," 18,216 "," 5,862.88 "
2014,2207934,Pedro Laurentino," 18,213 "," 7,367.54 "
2014,3103108,Antônio Prado de Minas," 18,212 "," 10,808.32 "
2012,3113800,Carmésia," 18,197 "," 7,346.47 "
2010,5203962,Buritinópolis," 18,197 "," 5,482.72 "
2010,2514552,São José de Princesa," 18,176 "," 4,308.22 "
2010,2205599,Lagoa do Sítio," 18,173 "," 3,744.76 "
2011,3122801,Dom Viçoso," 18,172 "," 6,075.71 "
2014,3147501,Passabém," 18,169 "," 10,299.97 "
2013,5107883,Serra Nova Dourada," 18,165 "," 12,416.42 "
2015,2512606,Quixaba," 18,138 "," 9,541.06 "
2014,1715507,Oliveira de Fátima," 18,136 "," 16,623.26 "
2010,2505907,Emas," 18,136 "," 5,467.45 "
2010,2912608,Ibiquera," 18,134 "," 3,727.54 "
2016,2205540,Lagoinha do Piauí," 18,131 "," 6,510.11 "
2016,3164803,São Sebastião do Rio Preto," 18,130 "," 11,395.31 "
2014,2512788,Riacho de Santo Antônio," 18,130 "," 9,592.47 "
2012,2202737,Coivaras," 18,122 "," 4,680.39 "
2012,2210359,São Lourenço do Piauí," 18,122 "," 4,071.38 "
2018,3115607,Cedro do Abaeté," 18,121 "," 15,474.70 "
2011,2514800,São José dos Cordeiros," 18,120 "," 4,559.64 "
2011,3165560,Sem-Peixe," 18,117 "," 6,417.55 "
2011,2409209,Passagem," 18,109 "," 6,223.06 "
2011,2515609,Serra da Raiz," 18,108 "," 5,681.84 "
2014,3145406,Olaria," 18,105 "," 9,356.59 "
2010,2411700,São Bento do Trairí," 18,102 "," 4,630.92 "
2012,3540853,Pracinha," 18,099 "," 5,887.77 "
2011,2407252,Major Sales," 18,093 "," 5,050.95 "
2010,3166956,Serranópolis de Minas," 18,091 "," 4,088.40 "
2010,2110807,São Félix de Balsas," 18,090 "," 3,858.71 "
2011,2203271,Curral Novo do Piauí," 18,088 "," 3,668.24 "
2012,2209153,Santa Cruz dos Milagres," 18,087 "," 4,680.95 "
2012,2502052,Bernardino Batista," 18,084 "," 5,735.57 "
2012,2211605,Vila Nova do Piauí," 18,083 "," 6,047.97 "
2010,3125804,Fernandes Tourinho," 18,081 "," 5,961.33 "
2012,1715150,Novo Alegre," 18,076 "," 7,900.34 "
2018,5201207,Anhanguera," 18,070 "," 15,892.41 "
2010,2406403,Lagoa de Velhos," 18,069 "," 6,757.43 "
2011,2512036,Poço Dantas," 18,068 "," 4,823.40 "
2011,3166402,Seritinga," 18,067 "," 10,076.25 "
2016,1718659,Rio da Conceição," 18,055 "," 8,933.53 "
2010,1712405,Lizarda," 18,046 "," 4,836.79 "
2011,1719004,Santa Tereza do Tocantins," 18,038 "," 7,059.70 "
2010,2408607,Paraná," 18,006 "," 4,556.21 "
2010,3168051,Taparuba," 18,003 "," 5,738.95 "
2011,2204550,Guaribas," 17,996 "," 4,074.37 "
2013,2404804,Ipueira," 17,996 "," 8,217.48 "
2010,5209457,Guarinos," 17,971 "," 7,793.03 "
2010,2807303,Telha," 17,964 "," 6,075.20 "
2017,2200954,Aroeiras do Itaim," 17,961 "," 7,152.76 "
2016,1720150,São Félix do Tocantins," 17,951 "," 11,514.37 "
2012,2515203,São Sebastião do Umbuzeiro," 17,937 "," 5,457.05 "
2013,1703826,Cachoeirinha," 17,929 "," 8,018.49 "
2016,3166600,Serra da Saudade," 17,912 "," 21,977.43 "
2011,2209955,São João da Varjota," 17,900 "," 3,830.47 "
2010,3518008,Guarani d'Oeste," 17,899 "," 9,090.61 "
2011,2210904,Socorro do Piauí," 17,886 "," 3,966.66 "
2014,2210391,São Miguel do Fidalgo," 17,881 "," 5,972.18 "
2015,2207934,Pedro Laurentino," 17,872 "," 7,203.72 "
2015,3147501,Passabém," 17,866 "," 10,191.82 "
2013,2407906,Monte das Gameleiras," 17,856 "," 7,897.57 "
2010,3504701,Balbinos," 17,823 "," 4,532.78 "
2012,3153806,Queluzito," 17,817 "," 9,517.59 "
2011,2209153,Santa Cruz dos Milagres," 17,816 "," 4,651.71 "
2010,2506509,Gurjão," 17,786 "," 5,630.35 "
2012,2204550,Guaribas," 17,763 "," 4,007.94 "
2013,2207850,Pavussu," 17,752 "," 4,856.78 "
2012,1711803,Juarina," 17,744 "," 8,007.37 "
2010,1711951,Lagoa do Tocantins," 17,744 "," 5,033.83 "
2010,3127370,Goiabeira," 17,735 "," 5,807.22 "
2010,2508703,Mãe d'Água," 17,733 "," 4,412.33 "
2010,3136520,José Gonçalves de Minas," 17,729 "," 3,873.59 "
2012,2508406,Lastro," 17,723 "," 6,329.76 "
2011,2107308,Nova Iorque," 17,719 "," 3,856.97 "
2013,2513653,Joca Claudino," 17,718 "," 6,638.41 "
2011,3547650,Santa Salete," 17,713 "," 12,190.41 "
2013,2510709,Passagem," 17,704 "," 7,572.47 "
2011,3127354,Glaucilândia," 17,694 "," 5,943.63 "
2011,2516151,Sossêgo," 17,693 "," 5,506.62 "
2012,2205250,Jardim do Mulato," 17,689 "," 4,058.88 "
2011,2209559,São Braz do Piauí," 17,671 "," 4,087.67 "
2018,2414902,Viçosa," 17,668 "," 10,319.97 "
2010,2411106,Ruy Barbosa," 17,656 "," 4,911.19 "
2012,3547650,Santa Salete," 17,652 "," 12,107.05 "
2012,5106703,Ponte Branca," 17,644 "," 10,258.27 "
2012,3158706,Santana do Garambéu," 17,632 "," 7,757.09 "
2010,2802502,General Maynard," 17,631 "," 6,050.41 "
2011,3533106,Nova Guataporanga," 17,627 "," 8,070.87 "
2012,3115409,Catas Altas da Noruega," 17,619 "," 5,050.00 "
2010,2406155,Jundiá," 17,596 "," 4,908.18 "
2010,2707008,Pindoba," 17,589 "," 6,136.96 "
2011,5212055,Jesúpolis," 17,586 "," 7,599.70 "
2012,2207553,Paquetá," 17,584 "," 4,519.08 "
2012,2409605,Pedra Preta," 17,581 "," 6,889.25 "
2011,2403905,Francisco Dantas," 17,547 "," 6,129.01 "
2013,3103306,Aracitaba," 17,538 "," 8,300.09 "
2010,2209658,São Francisco de Assis do Piauí," 17,533 "," 3,144.94 "
2011,2205250,Jardim do Mulato," 17,531 "," 4,045.01 "
2011,2203750,Fartura do Piauí," 17,527 "," 3,434.04 "
2011,1718006,Porto Alegre do Tocantins," 17,526 "," 6,199.50 "
2011,5221080,Teresina de Goiás," 17,515 "," 5,742.67 "
2010,2511004,Pedra Branca," 17,507 "," 4,705.03 "
2012,3118502,Consolação," 17,505 "," 10,106.82 "
2010,2414456,Triunfo Potiguar," 17,494 "," 5,197.28 "
2011,3155009,Rio Doce," 17,493 "," 7,062.25 "
2014,3146602,Paiva," 17,479 "," 11,013.94 "
2017,3115607,Cedro do Abaeté," 17,477 "," 14,456.15 "
2010,2503753,Cajazeirinhas," 17,476 "," 5,761.91 "
2011,2207959,Nova Santa Rita," 17,470 "," 4,148.67 "
2012,2513851,Santo André," 17,463 "," 6,861.67 "
2010,2201804,Bocaina," 17,458 "," 4,017.14 "
2013,2514602,São José do Bonfim," 17,444 "," 5,114.09 "
2016,2510659,Parari," 17,443 "," 9,788.46 "
2013,2207355,Pajeú do Piauí," 17,441 "," 5,040.82 "
2010,2806909,São Francisco," 17,427 "," 5,133.08 "
2012,2500577,Algodão de Jandaíra," 17,422 "," 7,289.42 "
